,algorithm,learning_rate,mutation_prob,population_size,restarts,schedule_init,duration,train_score,val_score,test_score,fitness_curve_length
21,simulated_annealing,0.01,0.1,50,0,20.0,8.245333194732666,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
22,simulated_annealing,0.001,0.1,50,0,0.05,7.766551971435547,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
23,simulated_annealing,0.001,0.1,50,0,0.1,7.846508979797363,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
24,simulated_annealing,0.001,0.1,50,0,0.5,8.097779989242554,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
25,simulated_annealing,0.001,0.1,50,0,1.0,8.360610961914062,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
26,simulated_annealing,0.001,0.1,50,0,2.0,8.519911050796509,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
27,simulated_annealing,0.001,0.1,50,0,5.0,8.424171924591064,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
28,simulated_annealing,0.001,0.1,50,0,10.0,8.098440885543823,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
29,simulated_annealing,0.001,0.1,50,0,20.0,7.976398944854736,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
30,simulated_annealing,0.0001,0.1,50,0,0.05,8.386287927627563,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
31,simulated_annealing,0.0001,0.1,50,0,0.1,8.104125261306763,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
32,simulated_annealing,0.0001,0.1,50,0,0.5,8.144403219223022,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
33,simulated_annealing,0.0001,0.1,50,0,1.0,7.995929002761841,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
34,simulated_annealing,0.0001,0.1,50,0,2.0,8.019867181777954,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
35,simulated_annealing,0.0001,0.1,50,0,5.0,7.969739198684692,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
36,simulated_annealing,0.0001,0.1,50,0,10.0,8.318418979644775,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
37,simulated_annealing,0.0001,0.1,50,0,20.0,7.903915882110596,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
38,simulated_annealing,1e-05,0.1,50,0,0.05,7.8801140785217285,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
39,simulated_annealing,1e-05,0.1,50,0,0.1,7.824045181274414,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
40,simulated_annealing,1e-05,0.1,50,0,0.5,8.079916000366211,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
41,simulated_annealing,1e-05,0.1,50,0,1.0,7.923792123794556,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
42,simulated_annealing,1e-05,0.1,50,0,2.0,7.8387792110443115,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
43,simulated_annealing,1e-05,0.1,50,0,5.0,7.793889045715332,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
44,simulated_annealing,1e-05,0.1,50,0,10.0,7.941708087921143,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
45,simulated_annealing,1e-05,0.1,50,0,20.0,7.980658292770386,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
46,simulated_annealing,1e-07,0.1,50,0,0.05,7.7201621532440186,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
47,simulated_annealing,1e-07,0.1,50,0,0.1,8.221662044525146,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
48,simulated_annealing,1e-07,0.1,50,0,0.5,8.078370094299316,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
49,simulated_annealing,1e-07,0.1,50,0,1.0,7.874104022979736,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
50,simulated_annealing,1e-07,0.1,50,0,2.0,7.916744947433472,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
51,simulated_annealing,1e-07,0.1,50,0,5.0,8.021787881851196,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
52,simulated_annealing,1e-07,0.1,50,0,10.0,7.850476980209351,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
53,simulated_annealing,1e-07,0.1,50,0,20.0,8.034555912017822,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
54,random_hill_climb,0.1,0.1,50,0,0.1,5.273634910583496,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
55,random_hill_climb,0.1,0.1,50,1,0.1,10.727012157440186,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
56,random_hill_climb,0.1,0.1,50,2,0.1,15.706705808639526,0.4377013963480129,0.41604010025062654,0.42355889724310775,500
57,random_hill_climb,0.1,0.1,50,4,0.1,25.409039735794067,0.4377013963480129,0.41604010025062654,0.42355889724310775,500
58,random_hill_climb,0.1,0.1,50,6,0.1,36.455989837646484,0.4417293233082707,0.41729323308270677,0.4298245614035088,500
59,random_hill_climb,0.1,0.1,50,8,0.1,48.77016496658325,0.4417293233082707,0.41729323308270677,0.4298245614035088,500
60,random_hill_climb,0.1,0.1,50,10,0.1,59.149003744125366,0.4417293233082707,0.41729323308270677,0.4298245614035088,500
61,random_hill_climb,0.1,0.1,50,15,0.1,85.67733192443848,0.4417293233082707,0.41729323308270677,0.4298245614035088,500
62,random_hill_climb,0.01,0.1,50,0,0.1,5.217990875244141,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
63,random_hill_climb,0.01,0.1,50,1,0.1,10.532658815383911,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
64,random_hill_climb,0.01,0.1,50,2,0.1,15.698771953582764,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
65,random_hill_climb,0.01,0.1,50,4,0.1,26.315962076187134,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
66,random_hill_climb,0.01,0.1,50,6,0.1,37.41009283065796,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
67,random_hill_climb,0.01,0.1,50,8,0.1,47.66170310974121,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
68,random_hill_climb,0.01,0.1,50,10,0.1,61.91169834136963,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
69,random_hill_climb,0.01,0.1,50,15,0.1,91.83416700363159,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
70,random_hill_climb,0.001,0.1,50,0,0.1,5.373252868652344,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
71,random_hill_climb,0.001,0.1,50,1,0.1,10.519321203231812,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
72,random_hill_climb,0.001,0.1,50,2,0.1,16.054675102233887,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
73,random_hill_climb,0.001,0.1,50,4,0.1,26.862092971801758,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
74,random_hill_climb,0.001,0.1,50,6,0.1,37.6808500289917,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
75,random_hill_climb,0.001,0.1,50,8,0.1,53.70281910896301,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
76,random_hill_climb,0.001,0.1,50,10,0.1,64.9351921081543,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
77,random_hill_climb,0.001,0.1,50,15,0.1,90.51803684234619,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
78,random_hill_climb,0.0001,0.1,50,0,0.1,5.140710115432739,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
79,random_hill_climb,0.0001,0.1,50,1,0.1,10.251127004623413,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
80,random_hill_climb,0.0001,0.1,50,2,0.1,17.309975147247314,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
81,random_hill_climb,0.0001,0.1,50,4,0.1,28.956185817718506,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
82,random_hill_climb,0.0001,0.1,50,6,0.1,39.72668814659119,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
83,random_hill_climb,0.0001,0.1,50,8,0.1,49.95652198791504,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
84,random_hill_climb,0.0001,0.1,50,10,0.1,60.70176601409912,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
85,random_hill_climb,0.0001,0.1,50,15,0.1,90.33341312408447,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
86,random_hill_climb,1e-05,0.1,50,0,0.1,5.600907802581787,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
87,random_hill_climb,1e-05,0.1,50,1,0.1,11.0001859664917,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
88,random_hill_climb,1e-05,0.1,50,2,0.1,17.079925060272217,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
89,random_hill_climb,1e-05,0.1,50,4,0.1,29.051103830337524,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
90,random_hill_climb,1e-05,0.1,50,6,0.1,40.926087856292725,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
91,random_hill_climb,1e-05,0.1,50,8,0.1,50.58487105369568,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
92,random_hill_climb,1e-05,0.1,50,10,0.1,65.22198009490967,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
93,random_hill_climb,1e-05,0.1,50,15,0.1,93.77597212791443,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
94,random_hill_climb,1e-07,0.1,50,0,0.1,5.880613088607788,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
95,random_hill_climb,1e-07,0.1,50,1,0.1,12.044398784637451,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
96,random_hill_climb,1e-07,0.1,50,2,0.1,16.931533098220825,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
97,random_hill_climb,1e-07,0.1,50,4,0.1,28.31249475479126,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
98,random_hill_climb,1e-07,0.1,50,6,0.1,40.7395920753479,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
99,random_hill_climb,1e-07,0.1,50,8,0.1,52.57527184486389,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
100,random_hill_climb,1e-07,0.1,50,10,0.1,63.95897817611694,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
101,random_hill_climb,1e-07,0.1,50,15,0.1,93.19869899749756,0.44199785177228784,0.41729323308270677,0.4298245614035088,500
102,genetic_alg,0.0001,0.1,25,0,0.1,117.18486404418945,0.5182599355531686,0.5375939849624061,0.5,500
103,genetic_alg,0.0001,0.1,50,0,0.1,230.3295030593872,0.5142320085929108,0.5025062656641605,0.4774436090225564,500
104,genetic_alg,0.0001,0.1,100,0,0.1,465.14442920684814,0.5131578947368421,0.518796992481203,0.4899749373433584,500
105,genetic_alg,0.0001,0.1,150,0,0.1,692.1533091068268,0.5249731471535983,0.5125313283208021,0.47619047619047616,500
106,genetic_alg,0.0001,0.3,25,0,0.1,132.21045899391174,0.48576799140708915,0.4899749373433584,0.4473684210526316,500
107,genetic_alg,0.0001,0.3,50,0,0.1,256.7115578651428,0.48281417830290013,0.47869674185463656,0.4473684210526316,500
108,genetic_alg,0.0001,0.3,100,0,0.1,526.3365731239319,0.5118152524167562,0.5050125313283208,0.49874686716791977,500
109,genetic_alg,0.0001,0.3,150,0,0.1,790.6274061203003,0.49355531686358756,0.4724310776942356,0.47869674185463656,500
110,genetic_alg,0.0001,0.5,25,0,0.1,147.46639895439148,0.4712674543501611,0.4548872180451128,0.4323308270676692,500
111,genetic_alg,0.0001,0.5,50,0,0.1,292.5891809463501,0.4731471535982814,0.47368421052631576,0.46115288220551376,500
112,genetic_alg,0.0001,0.5,100,0,0.1,586.907087802887,0.5002685284640171,0.4849624060150376,0.46115288220551376,500
113,genetic_alg,0.0001,0.5,150,0,0.1,870.4199681282043,0.49785177228786254,0.5263157894736842,0.4824561403508772,500
114,genetic_alg,0.0001,0.8,25,0,0.1,169.1594340801239,0.47395273899033297,0.48120300751879697,0.48120300751879697,500
115,genetic_alg,0.0001,0.8,50,0,0.1,338.8743782043457,0.4564983888292159,0.462406015037594,0.4348370927318296,500
116,genetic_alg,0.0001,0.8,100,0,0.1,665.9097678661346,0.4938238453276047,0.5025062656641605,0.48370927318295737,500
117,genetic_alg,0.0001,0.8,150,0,0.1,977.6474730968475,0.4906015037593985,0.4899749373433584,0.4924812030075188,500
